City,Customer type,Gender,Product line,Quantity,Sales,Payment,Rating
Yangon,Member,Female,Sports and travel,10,548.73,Credit card,6.2
Yangon,Normal,Female,Health and beauty,1,83.727,Ewallet,7.3
Yangon,Normal,Female,Health and beauty,5,406.875,Ewallet,4.3
Yangon,Normal,Female,Food and beverages,5,284.9175,Ewallet,4.6
Mandalay,Normal,Male,Home and lifestyle,9,128.4255,Cash,5.8
Mandalay,Member,Female,Health and beauty,6,258.678,Credit card,8.3
Mandalay,Member,Male,Electronic accessories,9,181.818,Cash,8
Naypyitaw,Normal,Female,Food and beverages,6,248.409,Credit card,9.4
Naypyitaw,Normal,Male,Home and lifestyle,4,194.124,Credit card,6.2
Naypyitaw,Member,Male,Home and lifestyle,1,14.679,Ewallet,9.8
Mandalay,Normal,Female,Fashion accessories,5,208.6875,Ewallet,9.6
Naypyitaw,Member,Female,Fashion accessories,7,718.7565,Ewallet,4.9
Yangon,Member,Male,Sports and travel,4,282.492,Credit card,8
Yangon,Normal,Male,Food and beverages,5,72.3975,Credit card,7.8
Mandalay,Member,Female,Fashion accessories,4,288.582,Cash,4.1
Yangon,Normal,Female,Home and lifestyle,4,237.426,Ewallet,5.5
Naypyitaw,Normal,Female,Fashion accessories,5,125.055,Ewallet,5.4
Mandalay,Normal,Female,Health and beauty,10,359.205,Cash,5.1
Mandalay,Normal,Male,Sports and travel,2,45.927,Ewallet,6.9
Yangon,Member,Male,Health and beauty,5,110.0925,Cash,7.8
Yangon,Normal,Male,Sports and travel,3,81.396,Ewallet,6.6
Yangon,Normal,Male,Home and lifestyle,8,427.812,Ewallet,9.2
Mandalay,Normal,Male,Health and beauty,1,100.9155,Ewallet,7.8
Naypyitaw,Normal,Female,Home and lifestyle,4,190.596,Credit card,8.7
Naypyitaw,Member,Female,Health and beauty,1,85.5855,Ewallet,9.2
Mandalay,Normal,Female,Health and beauty,2,120.162,Ewallet,8.3
Yangon,Member,Female,Electronic accessories,7,185.367,Cash,8.2
Naypyitaw,Member,Female,Food and beverages,3,121.59,Ewallet,7.5
Naypyitaw,Normal,Female,Electronic accessories,3,264.7575,Cash,9.8
Naypyitaw,Member,Female,Fashion accessories,10,1020.705,Credit card,8.7
Mandalay,Member,Male,Fashion accessories,8,213.528,Credit card,6.7
Naypyitaw,Normal,Male,Fashion accessories,1,17.094,Cash,5
Mandalay,Member,Male,Fashion accessories,9,383.7645,Cash,7
Yangon,Member,Male,Health and beauty,7,390.7995,Cash,8.9
Mandalay,Member,Female,Food and beverages,3,65.7405,Credit card,8
Mandalay,Normal,Male,Sports and travel,5,353.1675,Cash,6.9
Yangon,Member,Female,Home and lifestyle,10,951.825,Ewallet,7.3
Mandalay,Normal,Male,Fashion accessories,2,145.068,Credit card,6.9
Naypyitaw,Normal,Male,Food and beverages,2,90.867,Ewallet,5.7
Yangon,Normal,Female,Electronic accessories,6,147.798,Ewallet,6.4
Mandalay,Normal,Male,Fashion accessories,7,702.219,Credit card,9.6
Mandalay,Normal,Female,Fashion accessories,1,49.812,Credit card,6.8
Naypyitaw,Normal,Male,Sports and travel,9,937.818,Ewallet,9
Naypyitaw,Member,Male,Sports and travel,4,348.306,Ewallet,9.6
Yangon,Normal,Male,Home and lifestyle,6,214.137,Credit card,7.7
Naypyitaw,Member,Male,Food and beverages,4,71.568,Ewallet,7
Naypyitaw,Normal,Female,Electronic accessories,8,343.224,Credit card,6.5
Naypyitaw,Member,Male,Food and beverages,5,91.56,Cash,8.1
Mandalay,Member,Female,Sports and travel,8,742.812,Credit card,4.3
Yangon,Member,Female,Home and lifestyle,9,843.0345,Credit card,6.5
Naypyitaw,Normal,Male,Fashion accessories,1,13.419,Ewallet,9.5
Yangon,Normal,Female,Sports and travel,7,140.385,Cash,9.7
Mandalay,Member,Female,Health and beauty,1,20.1075,Credit card,9.5
Naypyitaw,Member,Male,Food and beverages,10,290.43,Credit card,8.9
Naypyitaw,Normal,Male,Fashion accessories,3,144.081,Credit card,6.5
Mandalay,Member,Female,Health and beauty,1,28.4235,Credit card,5.3
Mandalay,Member,Female,Sports and travel,1,41.076,Credit card,9.6
Mandalay,Normal,Female,Electronic accessories,6,470.673,Cash,6.7
Mandalay,Normal,Male,Electronic accessories,6,138.663,Cash,7.6
Yangon,Normal,Female,Food and beverages,5,333.9525,Ewallet,4.8
Yangon,Normal,Male,Health and beauty,1,26.25,Ewallet,5.5
Yangon,Member,Male,Electronic accessories,4,87.234,Cash,4.7
Mandalay,Member,Female,Fashion accessories,5,155.19,Cash,6.9
Mandalay,Member,Female,Food and beverages,9,731.43,Credit card,4.5
Mandalay,Normal,Male,Electronic accessories,10,833.595,Cash,6.2
Naypyitaw,Member,Female,Electronic accessories,10,488.985,Cash,7.6
Naypyitaw,Normal,Male,Food and beverages,1,37.6845,Credit card,7.9
Naypyitaw,Normal,Male,Food and beverages,5,212.73,Cash,4.5
Mandalay,Member,Female,Food and beverages,10,767.025,Credit card,8.7
Naypyitaw,Normal,Female,Sports and travel,4,310.59,Cash,6.1
Naypyitaw,Member,Female,Food and beverages,1,23.751,Cash,6.4
Yangon,Member,Male,Food and beverages,5,269.535,Credit card,9.1
Naypyitaw,Member,Female,Sports and travel,10,572.775,Credit card,7.1
Naypyitaw,Member,Female,Health and beauty,7,273.0525,Credit card,7.7
Mandalay,Normal,Male,Sports and travel,6,233.226,Cash,4.5
Naypyitaw,Normal,Male,Food and beverages,1,22.659,Ewallet,7.2
Naypyitaw,Member,Female,Electronic accessories,1,103.782,Cash,8.4
Naypyitaw,Member,Female,Home and lifestyle,6,527.751,Ewallet,5.4
Yangon,Member,Female,Sports and travel,4,168.21,Cash,9.7
Yangon,Member,Male,Fashion accessories,10,452.865,Credit card,5.5
Mandalay,Member,Male,Health and beauty,8,609.588,Cash,4.6
Yangon,Member,Female,Electronic accessories,5,338.31,Cash,6.6
Yangon,Normal,Male,Health and beauty,3,205.317,Credit card,6.3
Yangon,Normal,Female,Sports and travel,5,174.615,Credit card,4.2
Naypyitaw,Normal,Male,Electronic accessories,4,353.094,Ewallet,4.4
Mandalay,Normal,Male,Sports and travel,10,360.885,Ewallet,6.7
Yangon,Normal,Male,Electronic accessories,1,40.53,Ewallet,6.7
Naypyitaw,Normal,Male,Food and beverages,8,554.148,Cash,8.4
Naypyitaw,Normal,Female,Electronic accessories,10,344.4,Cash,6.2
Yangon,Normal,Male,Sports and travel,5,194.985,Ewallet,5
Mandalay,Member,Male,Home and lifestyle,10,633.99,Cash,6
Naypyitaw,Member,Female,Sports and travel,10,388.29,Credit card,7
Mandalay,Member,Female,Sports and travel,4,207.858,Ewallet,6.6
Mandalay,Normal,Female,Fashion accessories,10,431.445,Cash,7.3
Yangon,Normal,Male,Fashion accessories,4,156.03,Ewallet,8.3
Naypyitaw,Normal,Male,Home and lifestyle,1,24.108,Cash,4.3
Mandalay,Member,Female,Home and lifestyle,9,734.076,Ewallet,9.8
Mandalay,Normal,Female,Fashion accessories,2,72.87,Ewallet,8.2
Yangon,Member,Female,Fashion accessories,10,206.43,Credit card,7.2
Mandalay,Member,Female,Health and beauty,8,212.688,Ewallet,8.7
Naypyitaw,Member,Female,Home and lifestyle,10,127.26,Credit card,8.4
Mandalay,Normal,Male,Fashion accessories,2,209.769,Ewallet,7.1
Mandalay,Normal,Male,Sports and travel,8,637.728,Cash,5.5
Naypyitaw,Normal,Female,Electronic accessories,2,132.762,Cash,8.5
Naypyitaw,Normal,Female,Food and beverages,6,568.512,Cash,6.2
Mandalay,Member,Female,Sports and travel,1,103.0365,Cash,8.9
Yangon,Member,Female,Sports and travel,8,432.768,Cash,9.6
Mandalay,Member,Male,Sports and travel,1,77.6685,Credit card,5.4
Naypyitaw,Member,Female,Fashion accessories,1,33.495,Ewallet,9.1
Naypyitaw,Normal,Male,Home and lifestyle,2,145.74,Ewallet,9
Mandalay,Normal,Female,Sports and travel,2,195.951,Cash,6.3
Mandalay,Normal,Male,Sports and travel,1,92.8725,Credit card,9.5
Yangon,Member,Male,Electronic accessories,8,203.112,Ewallet,9.8
Mandalay,Member,Female,Sports and travel,3,152.775,Cash,6.7
Mandalay,Normal,Female,Food and beverages,6,529.515,Credit card,7.7
Mandalay,Member,Male,Health and beauty,5,321.7725,Cash,7
Naypyitaw,Member,Female,Home and lifestyle,6,100.485,Credit card,5.1
Mandalay,Member,Female,Sports and travel,7,666.939,Credit card,6.2
Yangon,Normal,Female,Home and lifestyle,5,225.2775,Ewallet,6.1
Yangon,Normal,Female,Fashion accessories,7,398.958,Ewallet,9.3
Yangon,Normal,Male,Electronic accessories,7,731.6925,Cash,7.6
Naypyitaw,Member,Male,Sports and travel,7,429.1665,Credit card,8.2
Naypyitaw,Member,Female,Fashion accessories,1,54.0435,Ewallet,8.5
Mandalay,Member,Male,Health and beauty,5,288.015,Ewallet,9.8
Naypyitaw,Member,Male,Home and lifestyle,5,206.7975,Credit card,8.7
Yangon,Normal,Male,Home and lifestyle,2,72.933,Ewallet,9.7
Naypyitaw,Member,Male,Sports and travel,5,377.58,Credit card,4.3
Mandalay,Normal,Female,Electronic accessories,3,143.9865,Credit card,7.7
Naypyitaw,Member,Female,Home and lifestyle,6,523.971,Cash,7.3
Yangon,Member,Female,Home and lifestyle,6,235.872,Credit card,5.9
Naypyitaw,Normal,Male,Health and beauty,2,132.027,Cash,5
Yangon,Normal,Male,Food and beverages,6,514.773,Credit card,8
Yangon,Member,Female,Sports and travel,5,479.9025,Ewallet,7.1
Mandalay,Normal,Male,Fashion accessories,4,164.682,Credit card,9
Mandalay,Member,Male,Fashion accessories,2,125.706,Ewallet,6.7
Mandalay,Member,Female,Food and beverages,10,570.78,Credit card,6.1
Yangon,Normal,Male,Sports and travel,9,926.9505,Cash,9.3
Yangon,Normal,Male,Health and beauty,6,160.209,Ewallet,7
Yangon,Member,Male,Fashion accessories,8,728.112,Credit card,7.2
Mandalay,Normal,Male,Electronic accessories,10,240.975,Ewallet,8.2
Naypyitaw,Normal,Female,Food and beverages,9,154.1295,Ewallet,8.4
Yangon,Normal,Female,Home and lifestyle,5,148.68,Ewallet,6.2
Naypyitaw,Normal,Male,Home and lifestyle,7,122.5245,Ewallet,7.4
Mandalay,Member,Female,Fashion accessories,1,77.658,Credit card,5
Yangon,Normal,Male,Home and lifestyle,1,102.837,Ewallet,6.9
Yangon,Normal,Female,Fashion accessories,4,306.81,Credit card,4.9
Naypyitaw,Member,Female,Food and beverages,6,551.124,Ewallet,5.1
Yangon,Normal,Male,Home and lifestyle,3,96.642,Ewallet,9.1
Naypyitaw,Member,Male,Health and beauty,1,79.674,Credit card,7.1
Mandalay,Member,Female,Sports and travel,4,84.756,Credit card,5
Naypyitaw,Member,Male,Electronic accessories,6,118.251,Credit card,5.5
Mandalay,Normal,Female,Food and beverages,1,74.76,Credit card,9.2
Mandalay,Member,Male,Home and lifestyle,4,163.002,Ewallet,4.9
Yangon,Normal,Female,Fashion accessories,10,308.91,Ewallet,8.9
Yangon,Normal,Male,Sports and travel,9,575.9775,Credit card,6
Mandalay,Normal,Female,Sports and travel,5,270.585,Cash,4.2
Yangon,Normal,Female,Electronic accessories,6,416.178,Cash,7.3
Mandalay,Normal,Male,Fashion accessories,3,180.4005,Ewallet,6.5
Mandalay,Normal,Female,Fashion accessories,9,513.2295,Cash,8.9
Mandalay,Normal,Female,Health and beauty,9,550.368,Cash,9.7
Naypyitaw,Normal,Male,Electronic accessories,6,139.923,Credit card,8.6
Yangon,Member,Male,Electronic accessories,7,142.002,Cash,6.9
Mandalay,Normal,Male,Home and lifestyle,3,118.062,Credit card,7.7
Mandalay,Member,Female,Fashion accessories,2,151.284,Cash,9.5
Naypyitaw,Member,Female,Food and beverages,10,1034.46,Ewallet,4.5
Yangon,Member,Male,Food and beverages,6,262.458,Ewallet,5.6
Yangon,Member,Female,Home and lifestyle,3,228.123,Ewallet,8.2
Mandalay,Normal,Male,Electronic accessories,9,203.931,Cash,7.3
Naypyitaw,Normal,Male,Food and beverages,10,936.6,Credit card,4.4
Mandalay,Normal,Female,Electronic accessories,8,356.328,Ewallet,5.7
Yangon,Member,Male,Electronic accessories,6,469.413,Ewallet,5
Mandalay,Normal,Male,Fashion accessories,2,208.425,Cash,9
Yangon,Normal,Female,Food and beverages,10,852.705,Credit card,6.3
Naypyitaw,Normal,Female,Sports and travel,10,517.965,Credit card,9.4
Yangon,Normal,Female,Fashion accessories,9,621.243,Cash,7.7
Mandalay,Normal,Female,Fashion accessories,7,586.971,Credit card,5.5
Naypyitaw,Normal,Female,Sports and travel,7,543.753,Ewallet,4.1
Mandalay,Member,Female,Home and lifestyle,5,430.71,Credit card,7.6
Mandalay,Member,Male,Sports and travel,10,280.035,Cash,8.6
Yangon,Member,Male,Food and beverages,7,74.4555,Ewallet,8.3
Mandalay,Normal,Male,Food and beverages,2,152.019,Credit card,8.1
Yangon,Normal,Male,Sports and travel,5,451.0275,Credit card,8.6
Mandalay,Member,Male,Fashion accessories,7,597.6285,Ewallet,6.3
Mandalay,Normal,Male,Food and beverages,4,253.26,Cash,5.8
Naypyitaw,Normal,Male,Food and beverages,4,133.434,Ewallet,6.2
Yangon,Normal,Female,Health and beauty,4,269.934,Cash,7.7
Mandalay,Normal,Male,Health and beauty,2,145.971,Ewallet,8.1
Naypyitaw,Normal,Male,Food and beverages,3,85.743,Cash,7.3
Yangon,Member,Female,Health and beauty,4,326.256,Cash,8.4
Naypyitaw,Member,Female,Fashion accessories,2,195.258,Credit card,8
Mandalay,Member,Female,Fashion accessories,4,75.936,Credit card,9.5
Mandalay,Normal,Male,Sports and travel,3,198.639,Ewallet,7
Yangon,Normal,Male,Health and beauty,4,217.182,Credit card,9.8
Yangon,Normal,Female,Food and beverages,3,164.871,Cash,9.2
Yangon,Normal,Female,Sports and travel,5,226.065,Ewallet,7.7
Naypyitaw,Normal,Male,Fashion accessories,10,625.905,Cash,5.3
Yangon,Normal,Male,Health and beauty,5,76.755,Cash,4.4
Naypyitaw,Member,Male,Health and beauty,6,293.139,Credit card,4.3
Naypyitaw,Member,Female,Home and lifestyle,7,178.164,Ewallet,9.4
Yangon,Member,Female,Sports and travel,1,47.859,Cash,9.8
Yangon,Member,Female,Sports and travel,3,236.88,Ewallet,4.8
Mandalay,Member,Male,Sports and travel,3,304.92,Cash,5.3
Mandalay,Normal,Male,Health and beauty,3,46.683,Credit card,8.7
Yangon,Normal,Male,Food and beverages,3,164.43,Credit card,9.5
Naypyitaw,Normal,Female,Sports and travel,9,440.937,Ewallet,5.3
Naypyitaw,Normal,Female,Fashion accessories,5,193.4625,Cash,9.2
Yangon,Member,Female,Home and lifestyle,2,147.672,Ewallet,9.6
Naypyitaw,Normal,Male,Electronic accessories,1,87.234,Ewallet,6.4
Naypyitaw,Normal,Female,Fashion accessories,1,68.2395,Credit card,4.5
Naypyitaw,Normal,Male,Food and beverages,10,814.38,Ewallet,6.9
Mandalay,Normal,Female,Sports and travel,6,343.413,Ewallet,7.8
Naypyitaw,Member,Female,Fashion accessories,7,381.3915,Cash,4.5
Mandalay,Normal,Male,Home and lifestyle,4,133.35,Cash,8.6
Yangon,Member,Female,Fashion accessories,7,394.3275,Ewallet,5.2
Naypyitaw,Member,Female,Food and beverages,4,209.118,Credit card,6.4
Yangon,Normal,Male,Fashion accessories,1,32.1405,Ewallet,5.2
Mandalay,Member,Male,Food and beverages,2,121.569,Ewallet,8.9
Yangon,Normal,Female,Electronic accessories,1,30.408,Credit card,6.2
Naypyitaw,Member,Female,Food and beverages,9,935.2665,Cash,6.7
Mandalay,Member,Male,Fashion accessories,3,293.643,Cash,7.2
Naypyitaw,Member,Male,Sports and travel,1,84.9765,Credit card,9
Yangon,Member,Male,Food and beverages,10,708.225,Ewallet,4.2
Yangon,Member,Female,Sports and travel,9,365.904,Ewallet,4.2
Mandalay,Member,Male,Sports and travel,6,457.38,Cash,6.9
Naypyitaw,Member,Male,Electronic accessories,5,461.5275,Ewallet,4.4
Yangon,Member,Male,Food and beverages,6,620.739,Credit card,4
Naypyitaw,Member,Female,Fashion accessories,6,273.798,Ewallet,8.5
Yangon,Normal,Female,Food and beverages,3,225.792,Credit card,9.2
Yangon,Member,Female,Food and beverages,1,96.1905,Cash,9.8
Mandalay,Member,Female,Home and lifestyle,7,695.2365,Credit card,4.9
Mandalay,Normal,Female,Fashion accessories,10,874.125,Credit card,4.4
Mandalay,Member,Male,Fashion accessories,1,95.9175,Cash,6.8
Mandalay,Member,Female,Food and beverages,2,165.648,Cash,9.1
Yangon,Normal,Male,Sports and travel,2,127.827,Ewallet,8.7
Mandalay,Member,Male,Health and beauty,10,867.09,Cash,5
Yangon,Member,Male,Home and lifestyle,3,167.895,Ewallet,7.5
Yangon,Normal,Female,Fashion accessories,1,12.6945,Credit card,8.2
Yangon,Normal,Male,Sports and travel,10,673.995,Credit card,6.7
Yangon,Normal,Male,Electronic accessories,3,246.6765,Ewallet,5.4
Yangon,Member,Male,Food and beverages,2,175.917,Credit card,7
Mandalay,Normal,Male,Home and lifestyle,3,314.055,Ewallet,4.7
Mandalay,Member,Male,Food and beverages,3,251.7165,Credit card,5
Mandalay,Member,Male,Health and beauty,10,697.935,Credit card,5
Yangon,Normal,Male,Health and beauty,7,212.7825,Credit card,6
Naypyitaw,Normal,Female,Electronic accessories,1,48.51,Cash,6.3
Mandalay,Member,Female,Food and beverages,5,92.5575,Cash,8.5
Mandalay,Normal,Male,Fashion accessories,3,165.123,Ewallet,7.5
Mandalay,Member,Female,Food and beverages,3,311.1885,Ewallet,6.4
Naypyitaw,Member,Female,Electronic accessories,8,743.82,Ewallet,4.7
Mandalay,Member,Male,Electronic accessories,2,116.907,Ewallet,6
Naypyitaw,Member,Female,Food and beverages,8,609.168,Credit card,4
Naypyitaw,Member,Male,Electronic accessories,5,63.2625,Ewallet,5.5
Yangon,Member,Male,Home and lifestyle,9,182.952,Ewallet,8.7
Naypyitaw,Normal,Male,Health and beauty,6,442.323,Cash,7.4
Mandalay,Member,Male,Fashion accessories,1,35.3115,Cash,5.6
Naypyitaw,Member,Female,Sports and travel,2,32.529,Cash,6.3
Naypyitaw,Normal,Male,Electronic accessories,10,259.77,Cash,7.1
Mandalay,Normal,Male,Electronic accessories,5,397.215,Ewallet,7.8
Mandalay,Normal,Female,Health and beauty,6,351.603,Cash,9.9
Yangon,Member,Male,Home and lifestyle,10,764.19,Cash,7.3
Mandalay,Member,Male,Sports and travel,9,352.674,Ewallet,5.1
Mandalay,Member,Male,Fashion accessories,4,252.756,Credit card,9.4
Yangon,Normal,Female,Electronic accessories,3,49.4235,Credit card,5.8
Naypyitaw,Normal,Female,Electronic accessories,1,104.6745,Credit card,8
Yangon,Member,Female,Fashion accessories,3,277.6725,Ewallet,7.9
Yangon,Member,Female,Sports and travel,5,146.6325,Cash,5.9
Yangon,Member,Male,Fashion accessories,1,58.2225,Credit card,4.9
Mandalay,Normal,Female,Sports and travel,3,135.3555,Cash,9.3
Naypyitaw,Member,Male,Sports and travel,7,125.979,Credit card,7.9
Mandalay,Member,Female,Fashion accessories,6,370.125,Credit card,5.9
Naypyitaw,Member,Female,Food and beverages,10,914.55,Credit card,9.9
Naypyitaw,Normal,Female,Sports and travel,2,207.48,Cash,7.7
Yangon,Normal,Female,Fashion accessories,4,204.246,Ewallet,7.6
Mandalay,Member,Male,Food and beverages,3,181.881,Ewallet,7.7
Mandalay,Normal,Female,Health and beauty,4,75.474,Ewallet,6.4
Naypyitaw,Member,Female,Health and beauty,6,300.573,Ewallet,4.4
Mandalay,Normal,Female,Sports and travel,2,85.302,Credit card,4.1
Yangon,Member,Male,Fashion accessories,10,588.42,Ewallet,4.4
Mandalay,Member,Male,Food and beverages,2,196.14,Cash,5.5
Mandalay,Normal,Female,Health and beauty,3,231.2415,Ewallet,4
Naypyitaw,Normal,Male,Health and beauty,8,282.576,Credit card,9.3
Yangon,Normal,Female,Electronic accessories,10,477.54,Credit card,4.8
Mandalay,Member,Male,Fashion accessories,2,175.917,Cash,4.6
Mandalay,Member,Female,Sports and travel,7,470.988,Credit card,7.3
Yangon,Member,Female,Food and beverages,4,308.574,Cash,6
Naypyitaw,Normal,Male,Health and beauty,10,618.975,Ewallet,8.1
Yangon,Member,Male,Food and beverages,6,305.55,Ewallet,9.4
Mandalay,Member,Female,Electronic accessories,1,41.454,Cash,6.5
Mandalay,Normal,Female,Sports and travel,1,36.5505,Credit card,7
Naypyitaw,Normal,Female,Fashion accessories,6,310.716,Ewallet,7.1
Yangon,Member,Male,Fashion accessories,2,45.108,Ewallet,6.6
Mandalay,Member,Female,Sports and travel,6,145.404,Ewallet,4.9
Mandalay,Member,Female,Home and lifestyle,2,103.11,Credit card,6.4
Mandalay,Member,Female,Sports and travel,2,136.143,Credit card,8
Yangon,Member,Male,Home and lifestyle,10,667.38,Cash,4.3
Naypyitaw,Member,Male,Sports and travel,2,153.048,Cash,6.1
Yangon,Normal,Female,Food and beverages,3,211.365,Cash,7.5
Naypyitaw,Member,Female,Sports and travel,9,663.2955,Cash,6.7
Naypyitaw,Member,Male,Food and beverages,7,404.544,Ewallet,5.2
Yangon,Member,Male,Health and beauty,10,510.615,Cash,8.8
Naypyitaw,Member,Female,Fashion accessories,7,539.343,Cash,9.5
Naypyitaw,Normal,Female,Food and beverages,9,497.07,Cash,7.6
Yangon,Member,Female,Home and lifestyle,5,458.6925,Cash,6.6
Yangon,Member,Female,Sports and travel,4,113.568,Ewallet,6.9
Mandalay,Normal,Male,Home and lifestyle,4,261.198,Ewallet,4.3
Yangon,Member,Male,Electronic accessories,9,657.531,Credit card,7.8
Naypyitaw,Normal,Male,Home and lifestyle,10,1023.75,Ewallet,8
Naypyitaw,Normal,Female,Fashion accessories,8,507.444,Ewallet,9.6
Mandalay,Normal,Male,Food and beverages,3,101.808,Credit card,4.3
Mandalay,Member,Female,Fashion accessories,10,207.585,Credit card,5
Mandalay,Member,Male,Health and beauty,9,760.4415,Cash,9.2
Mandalay,Member,Female,Home and lifestyle,9,835.2855,Cash,6.3
Mandalay,Normal,Male,Health and beauty,7,527.5095,Cash,8.9
Mandalay,Normal,Female,Electronic accessories,4,180.6,Ewallet,7.6
Naypyitaw,Member,Male,Food and beverages,1,72.429,Cash,4.8
Naypyitaw,Normal,Male,Fashion accessories,8,131.208,Ewallet,9.1
Yangon,Normal,Male,Sports and travel,3,80.955,Ewallet,6.1
Yangon,Member,Male,Food and beverages,6,507.906,Cash,9.1
Naypyitaw,Member,Female,Home and lifestyle,4,317.226,Ewallet,8.3
Naypyitaw,Normal,Female,Electronic accessories,9,733.6035,Ewallet,7.2
Naypyitaw,Normal,Female,Health and beauty,9,130.8825,Ewallet,6
Naypyitaw,Member,Male,Fashion accessories,8,829.08,Ewallet,8.5
Yangon,Normal,Female,Health and beauty,5,187.32,Credit card,6.6
Yangon,Member,Female,Fashion accessories,7,525.231,Ewallet,4.5
Yangon,Member,Male,Electronic accessories,3,37.611,Credit card,8.1
Yangon,Normal,Male,Fashion accessories,3,142.947,Credit card,7.2
Mandalay,Member,Female,Fashion accessories,6,110.124,Credit card,6.1
Mandalay,Normal,Female,Fashion accessories,7,187.866,Cash,7.1
Naypyitaw,Member,Female,Sports and travel,9,856.4535,Cash,5.1
Mandalay,Normal,Male,Home and lifestyle,3,138.978,Credit card,7.9
Naypyitaw,Member,Female,Food and beverages,7,270.2595,Cash,7.4
Mandalay,Member,Male,Food and beverages,4,98.028,Ewallet,7.4
Naypyitaw,Member,Female,Health and beauty,8,239.4,Cash,6.6
Naypyitaw,Member,Male,Home and lifestyle,3,175.0455,Credit card,5.9
Mandalay,Normal,Male,Sports and travel,10,732.27,Credit card,8.9
Naypyitaw,Normal,Male,Fashion accessories,4,408.492,Ewallet,6.8
Mandalay,Member,Female,Home and lifestyle,7,383.523,Cash,9.3
Yangon,Member,Female,Fashion accessories,4,93.744,Credit card,4.4
Yangon,Normal,Male,Health and beauty,3,176.4,Ewallet,4.8
Yangon,Member,Male,Fashion accessories,1,20.685,Ewallet,9.5
Mandalay,Normal,Male,Electronic accessories,7,557.718,Ewallet,8.9
Mandalay,Member,Male,Food and beverages,1,56.406,Ewallet,6.4
Naypyitaw,Member,Male,Health and beauty,10,860.475,Credit card,6
Naypyitaw,Member,Female,Home and lifestyle,7,596.82,Credit card,8.1
Naypyitaw,Normal,Male,Electronic accessories,10,616.98,Ewallet,9
Mandalay,Member,Male,Electronic accessories,8,769.104,Ewallet,6
Yangon,Normal,Male,Home and lifestyle,9,887.922,Cash,9.8
Naypyitaw,Normal,Male,Home and lifestyle,7,408.7335,Cash,8.5
Naypyitaw,Normal,Male,Food and beverages,1,89.0715,Ewallet,8.8
Yangon,Member,Female,Sports and travel,2,150.423,Ewallet,8.8
Yangon,Member,Male,Home and lifestyle,2,79.149,Ewallet,9.5
Naypyitaw,Member,Female,Sports and travel,8,266.028,Credit card,5.6
Naypyitaw,Member,Female,Food and beverages,1,40.341,Cash,8.6
Mandalay,Member,Male,Fashion accessories,10,684.915,Credit card,5.2
Naypyitaw,Member,Female,Home and lifestyle,5,55.2825,Credit card,5.8
Mandalay,Member,Female,Home and lifestyle,9,116.1405,Credit card,8
Naypyitaw,Member,Male,Health and beauty,7,597.0405,Cash,9
Mandalay,Member,Female,Fashion accessories,4,93.744,Ewallet,4.1
Yangon,Normal,Female,Food and beverages,5,143.22,Credit card,8.6
Yangon,Member,Female,Electronic accessories,10,182.91,Ewallet,7
Mandalay,Normal,Male,Home and lifestyle,5,384.72,Ewallet,8.4
Naypyitaw,Member,Female,Fashion accessories,3,267.3405,Ewallet,7.4
Yangon,Normal,Female,Fashion accessories,8,817.236,Credit card,6.2
Mandalay,Member,Female,Electronic accessories,8,300.216,Ewallet,4.9
Yangon,Normal,Female,Home and lifestyle,6,608.076,Cash,4.5
Yangon,Member,Male,Food and beverages,10,197.925,Ewallet,5.6
Yangon,Normal,Female,Food and beverages,4,232.638,Ewallet,8
Mandalay,Member,Female,Food and beverages,10,810.6,Credit card,5.6
Mandalay,Normal,Male,Electronic accessories,10,757.365,Credit card,4.2
Yangon,Member,Female,Fashion accessories,8,536.592,Ewallet,9.9
Yangon,Member,Female,Health and beauty,5,56.1225,Ewallet,7.6
Yangon,Member,Male,Health and beauty,4,233.1,Credit card,6.6
Mandalay,Normal,Female,Home and lifestyle,8,801.864,Ewallet,4.7
Naypyitaw,Normal,Female,Fashion accessories,3,239.589,Credit card,9.8
Mandalay,Normal,Male,Sports and travel,6,86.247,Cash,6.3
Mandalay,Normal,Female,Electronic accessories,4,401.688,Cash,7.9
Yangon,Normal,Female,Home and lifestyle,6,72.009,Cash,7.7
Mandalay,Member,Female,Sports and travel,4,401.268,Ewallet,4.5
Naypyitaw,Member,Female,Health and beauty,7,631.1445,Credit card,8
Naypyitaw,Member,Female,Sports and travel,7,499.7265,Ewallet,5.7
Naypyitaw,Normal,Female,Food and beverages,1,55.041,Credit card,6.3
Naypyitaw,Member,Male,Food and beverages,2,137.865,Cash,6
Mandalay,Normal,Female,Food and beverages,5,151.515,Credit card,8
Naypyitaw,Member,Male,Health and beauty,7,480.0285,Credit card,4.2
Mandalay,Normal,Male,Sports and travel,1,98.049,Cash,9.6
Naypyitaw,Member,Male,Sports and travel,5,132.5625,Cash,6.1
Mandalay,Member,Male,Electronic accessories,9,830.3715,Ewallet,5.6
Naypyitaw,Normal,Male,Health and beauty,8,183.12,Cash,8.3
Yangon,Normal,Female,Sports and travel,4,397.992,Ewallet,7.8
Yangon,Member,Female,Fashion accessories,1,32.151,Credit card,4.1
Naypyitaw,Normal,Female,Home and lifestyle,8,369.684,Cash,8.8
Naypyitaw,Member,Female,Health and beauty,5,53.34,Ewallet,4.1
Yangon,Normal,Male,Electronic accessories,7,548.163,Credit card,9
